Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Time_taken(min)
BANGRES19DEL02,30,5.0,12.914264,77.6784,12.934264,77.6984,Meal ,scooter ,25
KNPRES18DEL01,28,4.9,26.474133,80.3481,26.584133,80.4581,Snack ,scooter ,38
COIMBRES18DEL03,35,4.6,11.02091,76.940432,11.05091,76.970432,Buffet ,scooter ,27
VADRES18DEL02,23,4.7,0.0,0.0,0.08,0.08,Buffet ,motorcycle ,20
HYDRES18DEL01,27,4.5,17.450851,78.379347,17.490851,78.419347,Snack ,motorcycle ,25
MYSRES19DEL02,30,4.5,12.334022,76.618203,12.464022,76.748203,Drinks ,scooter ,32
INDORES08DEL03,27,4.6,22.725748,75.898497,22.755747,75.928497,Buffet ,scooter ,16
PUNERES01DEL01,36,4.8,18.569156,73.774723,18.579156,73.784723,Drinks ,motorcycle ,28
KNPRES13DEL03,21,4.9,26.481547,80.299775,26.571547,80.389775,Buffet ,motorcycle ,27
RANCHIRES02DEL01,29,4.4,0.0,0.0,0.01,0.01,Meal ,motorcycle ,25
SURRES09DEL01,22,4.6,21.175975,72.795503,21.245975,72.865503,Drinks ,scooter ,15
HYDRES05DEL01,23,4.6,17.433809,78.386744,17.543809,78.496744,Buffet ,motorcycle ,27
CHENRES17DEL01,28,4.9,13.045479,80.23311,13.115479,80.30311,Buffet ,motorcycle ,17
KOCRES09DEL01,20,5.0,10.000706,76.349516,10.110706,76.459516,Buffet ,motorcycle ,44
SURRES01DEL02,22,4.1,21.186438,72.794115,21.206438,72.814115,Drinks ,motorcycle ,20
MYSRES08DEL03,25,4.7,12.297954,76.665169,12.327954,76.695169,Buffet ,motorcycle ,25
CHENRES13DEL01,30,5.0,13.027018,80.254791,13.037018,80.264791,Buffet ,electric_scooter ,28
COIMBRES16DEL02,22,4.3,11.010375,76.95295,11.090375,77.03295,Meal ,motorcycle ,31
LUDHRES19DEL03,22,4.8,30.902872,75.826808,30.962872,75.886808,Meal ,motorcycle ,28
BANGRES12DEL01,22,4.8,12.939496,77.625999,12.949496,77.635999,Snack ,motorcycle ,24
LUDHRES04DEL01,21,4.9,30.914057,75.83982,30.924057,75.84982,Buffet ,motorcycle ,16
RANCHIRES20DEL01,32,4.5,23.39925,85.390464,23.43925,85.430464,Meal ,electric_scooter ,26
BHPRES14DEL02,27,4.2,0.0,0.0,0.02,0.02,Drinks ,motorcycle ,24
CHENRES19DEL01,27,4.8,12.986047,80.218114,13.026047,80.258114,Snack ,motorcycle ,27
MUMRES12DEL03,38,4.3,19.207222,72.972281,19.267222,73.032281,Drinks ,scooter ,39
SURRES08DEL02,29,4.6,21.173343,72.792731,21.193343,72.812731,Snack ,scooter ,17
MYSRES03DEL03,32,4.1,12.299524,76.64262,12.359524,76.70262,Drinks ,motorcycle ,39
RANCHIRES05DEL01,26,4.8,23.355164,85.324097,23.365164,85.334097,Snack ,motorcycle ,13
INDORES04DEL03,31,4.8,22.753659,75.903365,22.843659,75.993365,Drinks ,scooter ,25
COIMBRES01DEL01,22,4.9,11.016298,76.972076,11.086298,77.042076,Snack ,motorcycle ,24
ALHRES17DEL03,37,4.9,25.45235,81.841889,25.48235,81.871889,Drinks ,scooter ,27
MUMRES15DEL02,29,4.5,19.176269,72.836721,19.196269,72.856721,Meal ,electric_scooter ,16
HYDRES04DEL01,36,4.8,17.411028,78.329645,17.421028,78.339645,Meal ,motorcycle ,20
GOARES03DEL03,29,4.6,15.574828,73.766883,15.664828,73.856883,Snack ,motorcycle ,17
AURGRES010DEL03,27,5.0,19.875337,75.316722,19.935337,75.376722,Snack ,motorcycle ,31
MYSRES15DEL02,39,4.1,12.352058,76.60665,12.432058,76.68665,Drinks ,motorcycle ,35
MYSRES12DEL02,29,4.8,12.284747,76.625861,12.334747,76.675861,Drinks ,scooter ,12
AGRRES15DEL03,27,4.9,0.0,0.0,0.03,0.03,Drinks ,motorcycle ,13
CHENRES04DEL03,29,4.6,13.02978,80.208812,13.11978,80.298812,Snack ,motorcycle ,24
MYSRES16DEL01,29,4.6,12.316967,76.603067,12.326967,76.613067,Snack ,motorcycle ,19
PUNERES07DEL01,27,4.7,18.546947,73.900626,18.616947,73.970626,Snack ,scooter ,18
SURRES20DEL03,30,4.7,21.15276,72.778059,21.18276,72.808059,Buffet ,motorcycle ,29
MUMRES05DEL02,22,4.5,18.927584,72.832585,19.057584,72.962585,Meal ,motorcycle ,22
BANGRES14DEL01,28,4.7,12.949934,77.699386,13.019934,77.769386,Meal ,motorcycle ,15
HYDRES14DEL02,36,3.9,17.426228,78.407495,17.506228,78.487495,Meal ,scooter ,31
LUDHRES07DEL03,26,4.9,0.0,0.0,0.03,0.03,Drinks ,motorcycle ,11
MYSRES12DEL01,30,4.9,12.284747,76.625861,12.294747,76.635861,Meal ,motorcycle ,32
JAPRES09DEL02,32,4.9,26.911378,75.789034,27.041378,75.919034,Meal ,motorcycle ,40
BHPRES15DEL01,29,4.6,23.234249,77.434007,23.274249,77.474007,Meal ,motorcycle ,29
PUNERES16DEL03,29,4.6,18.536718,73.830327,18.596719,73.890327,Drinks ,motorcycle ,31
MUMRES15DEL02,37,3.9,19.176269,72.836721,19.256269,72.916721,Buffet ,motorcycle ,35
DEHRES20DEL03,32,4.8,0.0,0.0,0.03,0.03,Snack ,scooter ,15
BANGRES16DEL02,31,4.9,13.029198,77.570997,13.079198,77.620997,Drinks ,scooter ,18
BANGRES11DEL01,28,4.9,12.934365,77.616155,13.004365,77.686155,Buffet ,motorcycle ,28
MYSRES09DEL01,38,4.7,12.323194,76.630583,12.433194,76.740583,Meal ,motorcycle ,44
HYDRES01DEL01,24,4.8,17.410371,78.437225,17.520371,78.547225,Snack ,scooter ,22
BANGRES17DEL01,29,4.5,12.972532,77.608179,12.982532,77.618179,Drinks ,scooter ,15
SURRES19DEL03,31,4.8,21.149669,72.772629,21.209669,72.832629,Buffet ,scooter ,18
VADRES17DEL02,36,4.5,0.0,0.0,0.02,0.02,Meal ,motorcycle ,15
JAPRES07DEL03,36,4.8,26.766536,75.837333,26.906536,75.977333,Drinks ,motorcycle ,40
MUMRES11DEL01,26,4.7,18.994237,72.825553,19.104237,72.935553,Meal ,scooter ,14
COIMBRES02DEL02,23,4.9,11.022477,76.995667,11.102477,77.075667,Meal ,motorcycle ,37
INDORES16DEL02,22,4.8,22.744648,75.894377,22.824648,75.974377,Meal ,motorcycle ,33
CHENRES06DEL02,28,4.8,13.054347,80.257221,13.134347,80.337221,Buffet ,scooter ,18
JAPRES02DEL01,23,4.8,26.914142,75.805704,26.954142,75.845704,Buffet ,motorcycle ,28
BANGRES12DEL03,21,3.7,12.939496,77.625999,12.999496,77.685999,Drinks ,motorcycle ,41
SURRES11DEL02,29,4.6,21.157735,72.768778,21.177735,72.788778,Buffet ,motorcycle ,20
CHENRES06DEL01,33,4.8,13.054347,80.257221,13.164347,80.367221,Buffet ,scooter ,23
HYDRES08DEL01,21,4.1,17.438263,78.397865,17.508263,78.467865,Meal ,motorcycle ,37
JAPRES15DEL03,24,4.0,26.891191,75.802083,26.981191,75.892083,Meal ,motorcycle ,38
INDORES09DEL03,30,4.6,22.725835,75.887648,22.755835,75.917648,Snack ,motorcycle ,35
BANGRES03DEL03,22,4.9,12.979166,77.640709,13.009166,77.670709,Snack ,motorcycle ,18
COIMBRES14DEL02,34,4.9,11.003681,76.975525,11.053681,77.025525,Meal ,motorcycle ,19
HYDRES03DEL01,27,4.9,17.422819,78.449578,17.532819,78.559578,Buffet ,motorcycle ,28
VADRES12DEL01,25,4.7,0.0,0.0,0.04,0.04,Drinks ,motorcycle ,21
RANCHIRES13DEL03,31,4.9,23.374989,85.335486,23.434989,85.395486,Drinks ,motorcycle ,28
CHENRES02DEL01,33,3.8,13.086438,80.220672,13.156439,80.290672,Meal ,motorcycle ,35
CHENRES03DEL01,29,4.6,13.091809,80.219104,13.101809,80.229104,Drinks ,motorcycle ,23
DEHRES03DEL03,35,4.6,30.335259,78.053162,30.365259,78.083162,Buffet ,motorcycle ,26
RANCHIRES20DEL03,31,4.8,23.39925,85.390464,23.42925,85.420464,Snack ,scooter ,19
PUNERES15DEL02,22,4.7,18.636215,73.751081,18.716215,73.831081,Drinks ,scooter ,28
MUMRES010DEL03,27,4.6,19.003517,72.82765,19.033517,72.85765,Buffet ,motorcycle ,20
SURRES20DEL02,32,3.7,21.15276,72.778059,21.28276,72.908059,Drinks ,scooter ,35
MUMRES03DEL02,23,4.2,19.22384,72.841347,19.24384,72.861347,Buffet ,motorcycle ,18
MUMRES06DEL01,22,4.9,19.055831,72.833984,19.095831,72.873984,Meal ,motorcycle ,23
DEHRES02DEL02,29,4.7,0.0,0.0,0.08,0.08,Drinks ,electric_scooter ,19
COIMBRES01DEL02,27,4.7,11.016298,76.972076,11.096298,77.052076,Drinks ,motorcycle ,16
VADRES19DEL01,33,4.8,22.311844,73.165081,22.351844,73.205081,Drinks ,motorcycle ,26
COIMBRES03DEL02,23,4.6,11.025083,77.015393,11.045083,77.035393,Drinks ,motorcycle ,11
MUMRES06DEL01,35,4.6,19.055831,72.833984,19.095831,72.873984,Meal ,motorcycle ,30
CHENRES05DEL01,20,4.8,13.058616,80.264151,13.098616,80.304151,Snack ,scooter ,16
MUMRES17DEL02,34,3.5,19.121999,72.908493,19.251999,73.038493,Drinks ,motorcycle ,31
BANGRES04DEL03,26,4.9,12.98041,77.640489,13.07041,77.730489,Buffet ,motorcycle ,48
GOARES19DEL01,32,4.9,0.0,0.0,0.04,0.04,Drinks ,scooter ,28
HYDRES11DEL02,21,4.7,17.430448,78.418213,17.510448,78.498213,Buffet ,motorcycle ,37
MUMRES03DEL01,39,4.9,19.22384,72.841347,19.29384,72.911347,Drinks ,motorcycle ,42
JAPRES02DEL01,24,4.4,26.914142,75.805704,27.024142,75.915704,Snack ,motorcycle ,36
VADRES05DEL03,29,3.6,22.310526,73.170937,22.370526,73.230937,Buffet ,motorcycle ,54
CHENRES01DEL02,33,4.1,13.005801,80.250744,13.135801,80.380744,Snack ,motorcycle ,47
INDORES09DEL03,20,4.1,22.725835,75.887648,22.755835,75.917648,Buffet ,motorcycle ,42
INDORES17DEL03,32,4.6,22.761226,75.887522,22.851226,75.977522,Snack ,motorcycle ,38
CHENRES02DEL02,34,4.8,13.086438,80.220672,13.166438,80.300672,Snack ,motorcycle ,40
COIMBRES03DEL02,32,4.9,11.025083,77.015393,11.075083,77.065393,Buffet ,scooter ,18
BANGRES05DEL01,24,5.0,12.970324,77.645748,13.080324,77.755748,Buffet ,scooter ,15
MYSRES06DEL02,25,4.6,12.323994,76.626167,12.453994,76.756167,Buffet ,motorcycle ,18
KNPRES010DEL01,24,4.7,26.47775,80.351569,26.51775,80.391569,Meal ,motorcycle ,19
MUMRES06DEL03,26,4.7,19.055831,72.833984,19.085831,72.863984,Meal ,scooter ,10
RANCHIRES02DEL02,27,4.9,0.0,0.0,0.08,0.08,Buffet ,scooter ,39
KOLRES09DEL01,26,4.5,-22.515082,88.36783,22.525082,88.37783,Buffet ,motorcycle ,20
HYDRES07DEL03,24,4.6,17.424114,78.347554,17.484114,78.407554,Buffet ,motorcycle ,27
PUNERES07DEL01,23,4.5,18.546947,73.900626,18.656947,74.010626,Drinks ,scooter ,14
GOARES010DEL03,32,4.6,15.546594,73.760431,15.606594,73.820431,Buffet ,motorcycle ,34
JAPRES07DEL02,29,4.7,26.766536,75.837333,26.786536,75.857333,Snack ,motorcycle ,17
BANGRES13DEL01,26,4.4,12.935662,77.61413,12.945662,77.62413,Snack ,motorcycle ,18
CHENRES02DEL01,29,4.6,-13.086438,80.220672,13.096438,80.230672,Buffet ,motorcycle ,26
SURRES06DEL01,37,4.2,21.185047,72.80859,21.225047,72.84859,Drinks ,motorcycle ,31
RANCHIRES20DEL02,34,4.9,23.39925,85.390464,23.47925,85.470464,Meal ,scooter ,21
KOCRES010DEL01,39,4.7,10.035573,76.336958,10.105573,76.406958,Snack ,motorcycle ,21
INDORES13DEL02,35,4.9,22.745049,75.892471,22.795049,75.942471,Snack ,scooter ,18
HYDRES05DEL01,25,4.9,17.433809,78.386744,17.473809,78.426744,Snack ,scooter ,26
KOLRES01DEL01,29,4.6,22.514688,88.393294,22.584688,88.463294,Snack ,scooter ,47
DEHRES09DEL01,36,4.9,30.332735,78.054222,30.372735,78.094222,Buffet ,scooter ,26
HYDRES11DEL01,36,4.1,17.430448,78.418213,17.500448,78.488213,Meal ,motorcycle ,46
BANGRES19DEL02,27,4.5,12.914264,77.6784,13.044264,77.8084,Meal ,electric_scooter ,19
MYSRES01DEL03,35,4.5,12.311072,76.654878,12.401072,76.744878,Buffet ,scooter ,15
JAPRES07DEL02,32,4.7,26.766536,75.837333,26.816536,75.887333,Buffet ,motorcycle ,30
MUMRES010DEL01,34,4.4,19.003517,72.82765,19.043517,72.86765,Drinks ,electric_scooter ,33
COIMBRES06DEL03,21,4.2,11.021278,76.995017,11.111278,77.085017,Buffet ,motorcycle ,43
PUNERES15DEL02,21,4.7,18.636215,73.751081,18.766215,73.881081,Meal ,motorcycle ,29
BANGRES07DEL01,20,4.5,12.978453,77.643685,13.048453,77.713685,Buffet ,motorcycle ,27
VADRES01DEL01,21,4.8,22.307898,73.167788,22.317898,73.177788,Snack ,motorcycle ,17
AGRRES03DEL03,30,4.7,27.160832,78.011608,27.220832,78.071608,Buffet ,scooter ,15
MUMRES19DEL03,24,4.8,19.131141,72.813074,19.221141,72.903074,Snack ,motorcycle ,19
MUMRES07DEL01,28,4.5,19.091458,72.827808,19.101458,72.837808,Meal ,scooter ,19
VADRES03DEL02,26,4.2,22.32,73.17,22.45,73.3,Snack ,scooter ,44
BHPRES17DEL01,22,4.6,23.218998,77.373573,23.288998,77.443573,Snack ,motorcycle ,19
MUMRES14DEL02,24,4.9,19.1813,72.836191,19.2313,72.886191,Snack ,motorcycle ,25
BANGRES010DEL01,27,4.9,12.933298,77.614293,12.973298,77.654293,Snack ,electric_scooter ,24
KOLRES09DEL03,32,4.7,22.515082,88.36783,22.575082,88.42783,Snack ,motorcycle ,28
MYSRES19DEL01,36,4.7,12.334022,76.618203,12.404022,76.688203,Meal ,motorcycle ,23
BANGRES16DEL01,21,4.9,13.029198,77.570997,13.069198,77.610997,Drinks ,motorcycle ,13
MUMRES14DEL02,25,4.7,19.1813,72.836191,19.2613,72.916191,Drinks ,scooter ,42
JAPRES01DEL02,37,4.2,26.90519,75.810753,26.95519,75.860753,Drinks ,scooter ,34
RANCHIRES01DEL02,33,4.9,23.416792,85.316842,23.466792,85.366842,Snack ,scooter ,15
KOLRES15DEL03,38,4.9,22.552672,88.352885,22.642672,88.442885,Drinks ,motorcycle ,24
SURRES05DEL03,38,4.6,21.175104,72.804342,21.265104,72.894342,Snack ,scooter ,30
HYDRES18DEL01,36,4.7,17.450851,78.379347,17.490851,78.419347,Meal ,scooter ,34
BANGRES04DEL03,23,4.8,12.98041,77.640489,13.07041,77.730489,Meal ,motorcycle ,23
JAPRES20DEL02,22,4.4,26.956431,75.776649,27.086431,75.906649,Snack ,scooter ,35
PUNERES05DEL03,39,4.5,18.543626,73.905101,18.633626,73.995101,Snack ,motorcycle ,46
MUMRES13DEL02,23,4.7,19.178321,72.834715,19.258321,72.914715,Drinks ,motorcycle ,24
COIMBRES06DEL02,24,4.1,11.021278,76.995017,11.041278,77.015017,Snack ,motorcycle ,17
MYSRES16DEL02,25,4.8,12.316967,76.603067,12.366967,76.653067,Meal ,motorcycle ,10
BHPRES02DEL02,24,5.0,0.0,0.0,0.08,0.08,Snack ,electric_scooter ,14
GOARES11DEL02,37,4.0,15.544419,73.755736,15.564419,73.775736,Meal ,motorcycle ,31
HYDRES11DEL02,31,4.0,17.430448,78.418213,17.480448,78.468213,Snack ,motorcycle ,32
MYSRES06DEL02,32,4.8,12.323994,76.626167,12.343994,76.646167,Snack ,motorcycle ,26
INDORES20DEL02,32,4.1,22.732225,75.874765,22.782225,75.924765,Buffet ,motorcycle ,32
VADRES06DEL02,38,5.0,22.31279,73.170283,22.39279,73.250283,Meal ,motorcycle ,30
COIMBRES19DEL01,30,4.6,11.022298,76.998349,11.062298,77.038349,Snack ,motorcycle ,45
MYSRES13DEL03,27,4.7,12.310972,76.659264,12.370972,76.719264,Meal ,motorcycle ,19
CHENRES11DEL02,23,4.1,13.064181,80.236442,13.114181,80.286442,Snack ,motorcycle ,17
JAPRES010DEL02,36,4.8,26.921411,75.793604,26.971411,75.843604,Drinks ,scooter ,15
INDORES06DEL02,23,4.7,22.728163,75.884212,22.748163,75.904212,Snack ,motorcycle ,22
COIMBRES01DEL03,33,3.5,11.016298,76.972076,11.106298,77.062076,Meal ,electric_scooter ,43
DEHRES08DEL01,22,5.0,30.359722,78.067079,30.399722,78.107079,Meal ,motorcycle ,28
CHENRES07DEL01,31,4.4,13.081878,80.248519,13.151878,80.318519,Drinks ,motorcycle ,36
RANCHIRES01DEL02,37,4.8,23.416792,85.316842,23.436792,85.336842,Buffet ,motorcycle ,10
MYSRES03DEL03,32,4.6,12.299524,76.64262,12.329524,76.67262,Snack ,scooter ,16
BANGRES14DEL03,20,4.7,12.949934,77.699386,13.009934,77.759386,Meal ,scooter ,11
COIMBRES13DEL02,20,4.0,11.003669,76.976494,11.053669,77.026494,Buffet ,motorcycle ,33
PUNERES11DEL02,32,4.8,18.533811,73.899315,18.553811,73.919315,Meal ,motorcycle ,26
MUMRES11DEL02,38,4.8,18.994237,72.825553,19.014237,72.845553,Meal ,scooter ,18
MUMRES20DEL02,29,4.6,19.103249,72.846749,19.183249,72.926749,Snack ,electric_scooter ,19
MUMRES12DEL01,23,5.0,19.207222,72.972281,19.317222,73.082281,Meal ,scooter ,39
BHPRES11DEL03,25,4.9,23.233219,77.433571,23.293219,77.493571,Snack ,motorcycle ,17
COIMBRES20DEL02,39,4.6,10.994136,76.963303,11.044136,77.013303,Meal ,motorcycle ,32
MUMRES09DEL02,35,4.7,18.994049,72.825203,19.044049,72.875203,Meal ,motorcycle ,40
CHENRES12DEL01,28,4.9,12.972793,80.249982,12.982793,80.259982,Buffet ,scooter ,11
SURRES15DEL03,33,4.7,21.160522,72.771477,21.250522,72.861477,Snack ,scooter ,24
RANCHIRES12DEL01,39,3.6,0.0,0.0,0.11,0.11,Drinks ,scooter ,42
HYDRES14DEL03,32,4.1,17.426228,78.407495,17.516228,78.497495,Meal ,motorcycle ,41
SURRES15DEL02,23,4.6,21.160522,72.771477,21.180522,72.791477,Meal ,scooter ,19
VADRES07DEL03,35,4.3,0.0,0.0,0.09,0.09,Buffet ,electric_scooter ,43
MYSRES02DEL01,27,4.7,12.304569,76.643622,12.314569,76.653622,Drinks ,electric_scooter ,14
VADRES12DEL03,38,4.8,0.0,0.0,0.03,0.03,Buffet ,scooter ,18
BANGRES07DEL02,26,4.8,12.978453,77.643685,13.028453,77.693685,Buffet ,motorcycle ,19
MUMRES05DEL03,29,4.9,18.927584,72.832585,19.017584,72.922585,Buffet ,scooter ,22
JAPRES08DEL02,36,3.7,26.910262,75.783013,26.990262,75.863013,Drinks ,scooter ,39
ALHRES01DEL02,30,4.6,25.454648,81.834502,25.504648,81.884502,Drinks ,motorcycle ,34
JAPRES17DEL03,31,4.2,26.892312,75.806896,26.982312,75.896896,Buffet ,motorcycle ,39
HYDRES15DEL02,21,4.9,17.45971,78.368855,17.53971,78.448855,Snack ,motorcycle ,29
INDORES19DEL01,26,4.5,22.745536,75.893106,22.855536,76.003106,Drinks ,scooter ,22
INDORES20DEL03,35,4.4,22.732225,75.874765,22.762225,75.904765,Meal ,scooter ,36
MUMRES03DEL01,29,4.6,19.22384,72.841347,19.26384,72.881347,Snack ,scooter ,17
RANCHIRES16DEL02,24,5.0,23.371292,85.327872,23.501292,85.457872,Snack ,scooter ,15
CHENRES20DEL01,27,4.9,12.975996,80.221898,12.985996,80.231898,Drinks ,motorcycle ,19
BHPRES07DEL02,23,4.5,0.0,0.0,0.02,0.02,Meal ,motorcycle ,14
MYSRES01DEL01,21,4.0,12.311072,76.654878,12.321072,76.664878,Snack ,motorcycle ,16
JAPRES18DEL03,20,4.7,26.913987,75.752891,26.973987,75.812891,Snack ,scooter ,14
KOLRES010DEL03,30,4.7,-22.538999,88.322337,22.598999,88.382337,Drinks ,scooter ,25
HYDRES13DEL02,34,4.7,17.431477,78.40035,17.511477,78.48035,Buffet ,scooter ,21
RANCHIRES01DEL01,35,4.9,23.416792,85.316842,23.426792,85.326842,Drinks ,motorcycle ,25
COIMBRES12DEL01,38,4.6,11.000762,76.981876,11.110762,77.091876,Snack ,electric_scooter ,23
RANCHIRES16DEL01,20,4.9,23.371292,85.327872,23.481292,85.437872,Drinks ,motorcycle ,24
CHENRES15DEL01,26,4.2,13.026286,80.275235,13.136286,80.385235,Buffet ,scooter ,40
MUMRES12DEL02,31,4.1,19.207222,72.972281,19.257222,73.022281,Buffet ,motorcycle ,33
MUMRES17DEL02,20,4.7,19.121999,72.908493,19.171999,72.958493,Meal ,motorcycle ,27
JAPRES05DEL01,22,4.8,26.905287,75.794592,26.945287,75.834592,Buffet ,electric_scooter ,28
ALHRES19DEL02,33,4.7,25.457116,81.859682,25.537116,81.939682,Snack ,motorcycle ,28
KOCRES13DEL03,25,4.8,9.991703,76.293136,10.081703,76.383136,Drinks ,motorcycle ,23
CHENRES03DEL01,25,5.0,13.091809,80.219104,13.201809,80.329104,Snack ,motorcycle ,26
SURRES06DEL02,21,4.8,21.185047,72.80859,21.205047,72.82859,Snack ,motorcycle ,27
SURRES09DEL02,27,4.7,21.175975,72.795503,21.195975,72.815503,Snack ,scooter ,12
CHENRES04DEL01,35,4.6,13.02978,80.208812,13.13978,80.318812,Buffet ,motorcycle ,38
HYDRES08DEL02,32,4.8,17.438263,78.397865,17.458263,78.417865,Meal ,motorcycle ,20
GOARES12DEL03,33,4.8,15.516833,73.768172,15.576833,73.828172,Drinks ,motorcycle ,15
VADRES010DEL03,25,5.0,22.310329,73.169083,22.340329,73.199083,Buffet ,scooter ,25
VADRES17DEL02,29,4.6,0.0,0.0,0.02,0.02,Drinks ,electric_scooter ,19
PUNERES02DEL03,35,4.8,18.55144,73.804855,18.61144,73.864855,Buffet ,electric_scooter ,20
VADRES02DEL03,37,4.5,0.0,0.0,0.06,0.06,Meal ,motorcycle ,28
COIMBRES04DEL01,38,4.7,11.024839,77.007003,11.094839,77.077003,Drinks ,motorcycle ,24
VADRES12DEL02,26,4.8,0.0,0.0,0.13,0.13,Meal ,scooter ,37
MYSRES16DEL01,30,4.9,12.316967,76.603067,12.356967,76.643067,Snack ,motorcycle ,35
PUNERES20DEL01,32,4.4,18.592718,73.773572,18.632718,73.813572,Snack ,motorcycle ,38
AGRRES20DEL02,39,5.0,27.158822,78.045359,27.178822,78.065359,Buffet ,motorcycle ,21
PUNERES08DEL02,25,4.9,18.53408,73.89852,18.58408,73.94852,Meal ,motorcycle ,10
JAPRES01DEL03,20,4.6,26.90519,75.810753,27.04519,75.950753,Snack ,motorcycle ,26
SURRES03DEL01,32,4.7,21.186884,72.793616,21.256884,72.863616,Meal ,motorcycle ,38
CHENRES09DEL01,20,4.5,13.044694,80.26147,13.154694,80.37147,Buffet ,motorcycle ,40
MYSRES06DEL02,33,5.0,12.323994,76.626167,12.343994,76.646167,Meal ,motorcycle ,27
MYSRES09DEL03,33,4.9,12.323194,76.630583,12.353194,76.660583,Meal ,motorcycle ,31
COIMBRES02DEL02,37,4.9,11.022477,76.995667,11.102477,77.075667,Drinks ,motorcycle ,40
SURRES02DEL02,26,4.6,21.186608,72.794136,21.206608,72.814136,Drinks ,motorcycle ,19
MUMRES04DEL03,37,5.0,19.254567,72.848923,19.344567,72.938923,Drinks ,motorcycle ,48
JAPRES01DEL02,33,4.3,26.90519,75.810753,26.95519,75.860753,Drinks ,motorcycle ,32
JAPRES08DEL03,30,4.0,26.910262,75.783013,27.050262,75.923013,Buffet ,motorcycle ,49
DEHRES03DEL02,39,4.9,30.335259,78.053162,30.465259,78.183162,Buffet ,motorcycle ,36
VADRES010DEL03,32,4.9,22.310329,73.169083,22.370329,73.229083,Buffet ,electric_scooter ,27
MYSRES02DEL01,39,4.7,12.304569,76.643622,12.344569,76.683622,Buffet ,motorcycle ,25
JAPRES15DEL02,37,4.1,26.891191,75.802083,26.941191,75.852083,Snack ,scooter ,34
BANGRES04DEL01,36,4.3,12.98041,77.640489,13.02041,77.680489,Snack ,motorcycle ,34
HYDRES07DEL02,32,3.8,17.424114,78.347554,17.554114,78.477554,Snack ,motorcycle ,44
ALHRES12DEL03,21,4.8,25.443994,81.860187,25.533994,81.950187,Snack ,motorcycle ,38
COIMBRES15DEL02,27,4.5,11.006686,76.951736,11.026686,76.971736,Snack ,scooter ,10
RANCHIRES05DEL01,31,4.0,23.355164,85.324097,23.365164,85.334097,Meal ,motorcycle ,32
KNPRES03DEL01,30,4.2,26.469003,80.316344,26.539003,80.386344,Snack ,motorcycle ,42
COIMBRES01DEL02,22,5.0,11.016298,76.972076,11.036298,76.992076,Snack ,scooter ,17
COIMBRES01DEL03,38,4.7,11.016298,76.972076,11.076298,77.032076,Buffet ,motorcycle ,29
RANCHIRES05DEL02,37,4.2,23.355164,85.324097,23.405164,85.374097,Buffet ,motorcycle ,36
PUNERES02DEL03,23,4.6,18.55144,73.804855,18.58144,73.834855,Buffet ,motorcycle ,14
VADRES05DEL01,33,4.8,22.310526,73.170937,22.320526,73.180937,Meal ,motorcycle ,26
COIMBRES16DEL02,32,4.7,11.010375,76.95295,11.140375,77.08295,Buffet ,motorcycle ,42
CHENRES16DEL03,28,4.8,13.049645,80.242268,13.109645,80.302268,Drinks ,scooter ,14
HYDRES02DEL02,29,4.6,17.41233,78.449654,17.54233,78.579654,Drinks ,scooter ,49
MYSRES01DEL03,27,4.6,12.311072,76.654878,12.401072,76.744878,Buffet ,scooter ,22
INDORES18DEL02,21,4.6,22.753839,75.897429,22.803839,75.947429,Meal ,scooter ,13
CHENRES04DEL03,28,4.9,13.02978,80.208812,13.05978,80.238812,Snack ,electric_scooter ,11
BHPRES19DEL01,31,3.7,0.0,0.0,0.07,0.07,Buffet ,motorcycle ,38
KOCRES04DEL03,37,4.6,9.966783,76.242981,9.996783,76.272981,Snack ,motorcycle ,34
SURRES11DEL02,33,4.0,21.157735,72.768778,21.177735,72.788778,Meal ,motorcycle ,24
INDORES16DEL01,28,4.4,22.744648,75.894377,22.814648,75.964377,Buffet ,electric_scooter ,38
RANCHIRES010DEL03,31,5.0,23.354422,85.3329,23.384422,85.3629,Snack ,motorcycle ,34
KOLRES01DEL02,26,4.9,22.514688,88.393294,22.594688,88.473294,Meal ,motorcycle ,18
VADRES20DEL02,25,4.6,22.311358,73.164798,22.391358,73.244798,Buffet ,scooter ,28
MYSRES13DEL03,24,5.0,12.310972,76.659264,12.370972,76.719264,Snack ,scooter ,27
CHENRES07DEL03,37,4.3,13.081878,80.248519,13.111878,80.278519,Drinks ,motorcycle ,29
BANGRES19DEL02,37,4.2,12.914264,77.6784,12.934264,77.6984,Drinks ,motorcycle ,31
MUMRES04DEL02,23,5.0,19.254567,72.848923,19.334567,72.928923,Meal ,motorcycle ,20
MYSRES010DEL01,29,4.6,12.321214,76.621094,12.431214,76.731094,Snack ,motorcycle ,29
SURRES17DEL01,20,4.8,21.149569,72.772697,21.259569,72.882697,Snack ,scooter ,29
LUDHRES17DEL01,38,4.6,30.893384,75.821202,30.963384,75.891202,Buffet ,motorcycle ,30
BANGRES09DEL03,29,4.9,12.934179,77.615797,12.964179,77.645797,Drinks ,motorcycle ,21
MUMRES14DEL02,22,4.6,19.1813,72.836191,19.2613,72.916191,Meal ,scooter ,36
